total_attempts,correct_attempts,accuracy,weighted_score,recent_accuracy,accuracy_trend,streak_length,avg_time_per_q,days_since_last,easy_accuracy,medium_accuracy,hard_accuracy,global_accuracy,topics_attempted,level,optimal_difficulty
33,24,0.7348,5.4732,0.4362,-0.0298,0,12.91,7.24,0.9042,0.5057,0.3266,0.4805,15,intermediate,medium
141,112,0.8213,12.7009,0.9149,-0.0426,5,14.82,5.53,0.9555,0.8396,0.6223,0.8289,12,advanced,hard
59,34,0.5513,2.2542,0.5178,0.1191,8,28.15,20.07,0.8071,0.405,0.1131,0.3863,4,intermediate,medium
18,4,0.24,0.9277,0.4575,-0.0675,2,47.45,68.57,0.4872,0.2767,0.1575,0.2612,2,beginner,easy
35,23,0.7045,11.6562,0.7839,-0.0404,0,14.62,17.58,0.8159,0.7579,0.1452,0.5197,4,intermediate,medium
8,2,0.2106,0.021,0.1755,-0.062,3,20.94,43.92,0.3788,0.0948,0.1017,0.4221,4,beginner,easy
3,1,0.4115,1.2509,0.1858,0.0975,3,52.13,51.97,0.4195,0.2008,0.0696,0.2445,5,beginner,easy
16,12,0.733,7.3462,0.4065,0.0248,8,32.49,0.27,0.9173,0.5809,0.1169,0.6784,3,intermediate,medium
7,3,0.3512,0.0187,0.4332,0.0686,1,45.81,47.68,0.4367,0.1256,0.0792,0.3725,1,beginner,easy
26,14,0.5582,4.4084,0.5317,0.1282,2,29.65,1.02,0.7894,0.6509,0.3442,0.5132,6,intermediate,medium
18,5,0.2975,0.8547,0.2659,-0.1209,1,16.77,75.31,0.4397,0.2025,0.0681,0.2715,4,beginner,easy
19,3,0.1685,1.458,0.3518,0.0582,2,56.76,8.79,0.4762,0.126,0.1702,0.4357,3,beginner,easy
20,4,0.1891,1.8292,0.4814,0.0034,3,50.01,88.28,0.6193,0.1107,0.1807,0.216,3,beginner,easy
35,25,0.7014,10.5771,0.4042,0.006,4,16.76,42.94,0.8954,0.7263,0.3801,0.5369,13,intermediate,medium
33,28,0.837,31.793,0.683,0.0084,16,18.34,5.42,0.8475,0.7252,0.7383,0.8899,15,advanced,hard
41,19,0.4247,6.1951,0.6992,-0.0154,2,18.78,33.44,0.5654,0.6224,0.2403,0.4341,10,intermediate,easy
15,7,0.4182,1.9484,0.1052,0.0815,3,43.19,56.42,0.3718,0.2221,0.0526,0.1532,1,beginner,easy
40,29,0.7693,9.1286,0.5018,0.0208,3,20.05,20.69,0.7353,0.7355,0.1561,0.6724,6,intermediate,medium
14,3,0.1728,2.4924,0.2764,-0.0075,1,35.14,35.74,0.6502,0.3673,0.0354,0.1766,5,beginner,easy
2,0,0.1988,1.4728,0.0922,-0.149,0,28.25,59.58,0.5105,0.1303,0.0,0.1716,3,beginner,easy
60,30,0.5049,2.0139,0.62,0.0406,8,16.78,3.61,0.8214,0.6316,0.3859,0.6354,9,intermediate,easy
17,3,0.191,0.8749,0.3332,-0.0086,1,23.55,55.75,0.7125,0.1279,0.0428,0.2468,1,beginner,easy
39,30,0.7836,27.0474,0.8087,0.0596,20,10.72,23.4,1.0,0.8022,0.8645,0.7859,8,advanced,hard
2,1,0.5,0.0213,0.5,-0.0915,1,33.84,69.88,0.5266,0.1516,0.0045,0.3347,3,beginner,easy
68,57,0.8659,30.1862,0.9486,0.0818,18,10.36,7.1,0.9622,0.963,0.8414,0.931,6,advanced,hard
80,58,0.7447,16.5755,0.7704,-0.0109,6,17.96,10.59,0.886,0.8368,0.6121,0.8582,6,advanced,hard
5,2,0.3901,0.101,0.1849,0.0718,3,26.79,29.23,0.3006,0.1144,0.1288,0.2874,2,beginner,easy
16,11,0.665,7.2381,0.4371,0.1491,2,25.72,25.42,0.6383,0.4067,0.2696,0.5988,5,intermediate,medium
48,29,0.6612,2.2287,0.7057,0.0438,4,10.65,25.51,0.7891,0.5395,0.46,0.6464,10,intermediate,medium
16,3,0.1952,1.8782,0.3795,-0.0396,3,43.31,43.0,0.4787,0.2082,0.0347,0.2172,4,beginner,easy
28,20,0.7071,3.4483,0.752,-0.0048,6,24.36,12.45,0.7311,0.4767,0.1067,0.5764,14,intermediate,medium
88,67,0.8195,26.0333,0.9751,-0.004,7,13.51,9.14,1.0,0.9293,0.5805,0.9284,9,advanced,hard
8,3,0.3605,0.6788,0.438,-0.072,0,32.26,52.98,0.354,0.3343,0.0468,0.2244,5,beginner,easy
15,11,0.7501,9.8656,0.4474,-0.0093,8,25.86,23.01,0.9509,0.6704,0.4713,0.5806,12,intermediate,medium
27,14,0.4704,4.8517,0.412,0.1441,6,34.02,40.29,0.5908,0.4727,0.3054,0.5507,13,intermediate,medium
83,65,0.7349,11.9496,0.7717,0.0767,20,8.32,25.03,0.9267,0.7608,0.6203,0.6194,11,advanced,hard
31,15,0.5172,6.7683,0.7231,0.0528,3,16.28,13.72,0.6568,0.7073,0.2636,0.5921,11,intermediate,easy
2,0,0.2256,0.5159,0.2124,-0.0095,0,20.54,9.46,0.468,0.3198,0.1417,0.2436,1,beginner,easy
58,30,0.5426,3.1411,0.6879,0.1063,8,32.6,38.57,0.8634,0.7083,0.1703,0.6258,6,intermediate,medium
13,9,0.734,6.5939,0.6847,0.0909,4,23.9,39.48,0.6649,0.4633,0.2296,0.4588,12,intermediate,medium
56,34,0.6284,7.2574,0.6287,0.0472,7,24.31,43.48,0.757,0.5429,0.1332,0.5155,10,intermediate,medium
45,24,0.5379,9.1118,0.6432,0.0982,2,32.2,16.87,0.8918,0.6376,0.3217,0.6198,15,intermediate,medium
12,7,0.6628,8.6356,0.7795,0.0695,0,21.35,8.62,0.9353,0.748,0.2531,0.5896,14,intermediate,medium
44,28,0.6429,4.0859,0.7757,-0.0449,6,27.83,37.66,0.8783,0.4384,0.2337,0.5095,5,intermediate,medium
12,5,0.3992,0.5291,0.4851,0.0288,1,25.75,26.1,0.4229,0.2746,0.1442,0.37,2,beginner,easy
25,19,0.7169,27.6733,0.7422,0.0225,12,8.13,25.71,0.845,0.821,0.565,0.6558,24,advanced,hard
8,4,0.4459,7.6271,0.7196,0.1037,1,31.14,34.3,0.6065,0.5851,0.1011,0.6414,10,intermediate,easy
6,2,0.37,1.9858,0.1362,-0.137,2,17.63,73.29,0.5721,0.3581,0.035,0.3981,4,beginner,easy
51,42,0.7211,18.1095,0.7088,0.0943,9,12.34,25.03,0.8561,0.6837,0.6933,0.7208,18,advanced,hard
45,37,0.7825,33.4365,0.8184,0.0804,12,7.22,12.74,0.8466,0.8284,0.7186,0.6305,11,advanced,hard
0,0,0.0,1.2754,0.0,-0.0094,0,47.28,62.46,0.6234,0.0904,0.0,0.1193,5,beginner,easy
30,26,0.8385,15.9891,0.8297,0.0676,5,12.11,4.75,0.9289,0.7411,0.4778,0.6338,18,advanced,hard
13,6,0.3912,1.2135,0.1907,-0.0646,3,30.28,49.88,0.3598,0.2989,0.0,0.3362,1,beginner,easy
113,95,0.863,18.2486,0.9561,-0.0409,11,7.65,25.93,0.9097,0.8908,0.7312,0.87,23,advanced,hard
18,9,0.5734,5.01,0.5782,0.0118,0,20.23,18.57,0.8817,0.6118,0.188,0.7237,3,intermediate,medium
5,2,0.4792,1.5455,0.4809,0.0353,2,45.57,60.25,0.5835,0.1164,0.0732,0.2663,2,beginner,easy
43,30,0.6445,5.396,0.5467,-0.0242,3,23.03,42.27,0.6,0.4717,0.1527,0.4052,14,intermediate,medium
12,4,0.3417,0.2164,0.3104,-0.0817,3,23.32,72.37,0.289,0.1073,0.0182,0.3468,2,beginner,easy
27,23,0.8511,8.2147,0.7261,0.0371,20,8.52,18.62,0.9743,0.7196,0.6272,0.675,6,advanced,hard
32,22,0.6961,10.239,0.7841,0.0808,6,20.59,7.85,0.896,0.528,0.1084,0.5819,10,intermediate,medium
17,6,0.3607,2.8411,0.2201,0.0379,2,54.98,31.69,0.6876,0.1428,0.0852,0.2235,1,beginner,easy
52,33,0.6841,3.979,0.6374,-0.0418,0,29.24,3.14,0.9595,0.6033,0.3551,0.4779,7,intermediate,medium
73,56,0.8197,14.8641,1.0,-0.0195,18,9.81,16.96,1.0,0.7549,0.8691,0.8169,24,advanced,hard
100,77,0.7727,12.8517,0.9402,0.0373,5,17.79,25.61,0.8703,0.8625,0.6884,0.7471,12,advanced,hard
25,13,0.4839,2.1947,0.7178,0.0471,5,21.99,6.09,0.794,0.6013,0.2086,0.4878,4,intermediate,medium
3,2,0.6666666666666666,2.7856,0.6666666666666666,-0.1005,2,37.77,67.32,0.3401,0.191,0.1747,0.3043,3,beginner,easy
23,12,0.524,9.766,0.4657,0.0195,1,8.56,2.59,0.8458,0.4662,0.2677,0.4248,4,intermediate,medium
59,42,0.7053,6.2392,0.732,0.0123,1,29.8,4.44,0.8258,0.6027,0.1384,0.5964,7,intermediate,medium
17,12,0.6831,7.3774,0.5396,-0.0059,6,12.33,7.93,0.7421,0.4905,0.1859,0.5273,15,intermediate,medium
46,30,0.6993,10.8785,0.665,-0.0432,8,20.03,38.13,0.8625,0.669,0.2198,0.7166,6,intermediate,medium
20,4,0.1948,2.7881,0.259,-0.0775,1,45.86,88.25,0.5761,0.3469,0.159,0.291,4,beginner,easy
20,6,0.3307,0.5209,0.2193,-0.0532,1,41.4,79.06,0.7149,0.1707,0.1068,0.2299,2,beginner,easy
42,26,0.5903,5.9235,0.4326,0.0674,7,19.9,17.67,0.7328,0.5585,0.1686,0.5573,13,intermediate,medium
52,27,0.5299,8.942,0.6321,0.0474,4,12.86,24.86,0.9516,0.4904,0.427,0.6642,15,intermediate,medium
50,33,0.6585,8.0747,0.713,0.0959,4,17.64,26.63,0.9367,0.5969,0.2004,0.6967,14,intermediate,medium
17,5,0.2798,2.5657,0.1788,-0.0886,0,38.31,33.21,0.5522,0.3765,0.1669,0.3514,4,beginner,easy
2,0,0.2208,1.1016,0.1057,-0.0657,1,20.78,44.64,0.5444,0.3505,0.1409,0.2694,3,beginner,easy
102,80,0.7881,23.0445,0.9754,0.0102,20,6.45,1.54,0.9827,0.7079,0.8175,0.8434,20,advanced,hard
5,2,0.3284,2.8552,0.304,0.0045,0,43.79,54.03,0.5362,0.2442,0.1994,0.314,5,beginner,easy
141,116,0.805,27.3421,0.6850211715799713,-0.12,18,16.42,341.716091628464,0.8969,0.8173,0.5834,0.6956,8,advanced,hard
14,7,0.5656,4.7109,0.6321,0.0238,4,29.89,32.01,0.6591,0.4332,0.459,0.477,13,intermediate,medium
51,24,0.4674,2.6722,0.6762,0.0668,5,30.58,17.71,0.9434,0.7429,0.2449,0.6237,5,intermediate,easy
20,9,0.4285,0.4261,0.2273,-0.0134,0,39.84,29.73,0.6325,0.378,0.0661,0.285,3,beginner,easy
93,79,0.8999,39.3711,1.0,-0.0393,20,17.2,14.13,0.9908,0.772,0.7447,0.7114,18,advanced,hard
2,1,0.4051,1.4754,0.2367,-0.1375,3,31.01,73.23,0.6766,0.2267,0.1385,0.3532,2,beginner,easy
110,106,0.9695,24.6202,0.7774,0.0194,12,18.91,21.6,0.9799,0.7358,0.688,0.876,5,advanced,hard
22,10,0.462,2.0078,0.7819,0.0053,7,32.97,18.85,0.8208,0.5493,0.3307,0.6786,10,intermediate,easy
28,18,0.6443,10.1902,0.8025,-0.0475,8,17.1,20.27,0.7882,0.4289,0.2489,0.6186,14,intermediate,medium
17,16,0.9115,39.1838,0.6962,0.0357,18,10.85,24.1,0.93,0.7152,0.5344,0.9044,17,advanced,hard
34,29,0.8127,19.7809,0.9167,-0.048,9,15.52,26.2,0.9464,0.8822,0.5185,0.649,8,advanced,hard
1,0,0.0,1.664,0.0,0.0519,0,41.96,8.78,0.4994,0.3741,0.03,0.3697,2,beginner,easy
70,55,0.8063,32.9851,0.9676,0.0465,3,14.32,21.44,0.912,0.9542,0.8812,0.7045,13,advanced,hard
124,110,0.8868,14.0502,0.7028,-0.0147,17,19.97,4.1,0.9727,0.7277,0.6932,0.7846,11,advanced,hard
55,46,0.8446,38.3253,0.887,0.0461,9,12.34,29.83,0.9828,0.9533,0.4842,0.9319,17,advanced,hard
59,29,0.4532,4.8133,0.6608,0.0325,8,27.14,20.81,0.5937,0.6136,0.2859,0.5675,10,intermediate,easy
31,20,0.6436,11.8667,0.6431,0.1206,8,25.3,18.99,0.6671,0.5,0.4247,0.6471,15,intermediate,medium
82,67,0.8209,35.566,0.876,0.0085,20,8.44,27.44,0.882,0.6985,0.5438,0.8919,8,advanced,hard
7,3,0.4243,0.9868,0.1729,-0.0388,0,20.51,86.78,0.5819,0.2325,0.062,0.2447,2,beginner,easy
2,1,0.3201,1.6803,0.0566,-0.0224,3,22.9,27.72,0.6124,0.1537,0.0211,0.095,3,beginner,easy
23,16,0.6966,7.4514,0.7587,0.0534,8,31.78,11.39,0.8602,0.6386,0.2005,0.5703,5,intermediate,medium
58,36,0.6109,2.2899,0.4089,-0.0404,8,17.19,10.25,0.6001,0.7112,0.3856,0.5993,8,intermediate,medium
2,1,0.4227,1.9598,0.1563,0.0432,1,49.45,0.77,0.3963,0.1687,0.0293,0.2018,3,beginner,easy
0,0,0.0,1.4843,0.0,-0.0931,0,35.05,51.86,0.3606,0.1097,0.1563,0.2142,3,beginner,easy
51,32,0.6287,11.6621,0.6198,0.0529,8,33.27,34.31,0.7843,0.4326,0.414,0.5386,7,intermediate,medium
38,25,0.6429,2.5426,0.5901,-0.0475,7,21.71,27.56,0.5818,0.438,0.1624,0.4786,3,intermediate,medium
3,1,0.4109,0.571,0.2487,0.0785,3,50.39,24.82,0.3116,0.2805,0.0418,0.3485,4,beginner,easy
27,16,0.5871,9.6864,0.7693,0.0915,8,29.36,7.89,0.6863,0.7285,0.203,0.6884,10,intermediate,medium
40,22,0.5541,4.7275,0.5078,0.0395,3,16.77,17.57,0.6101,0.5544,0.3422,0.6849,13,intermediate,medium
1,0,0.1347,1.554,0.3793,-0.0959,2,20.17,19.53,0.4059,0.1409,0.1205,0.4069,3,beginner,easy
10,4,0.4185,2.2009,0.1971,-0.1393,0,32.74,83.29,0.4318,0.1727,0.1506,0.3625,2,beginner,easy
39,23,0.5875,6.8242,0.5143,0.1319,6,15.14,26.43,0.6121,0.5497,0.3826,0.4149,3,intermediate,medium
12,4,0.3702,2.2278,0.3572,-0.0328,1,48.04,13.28,0.3629,0.4127,0.1752,0.2874,3,beginner,easy
56,37,0.6788,11.2839,0.6269,0.1283,6,20.42,19.81,0.7333,0.7239,0.4245,0.5518,10,intermediate,medium
112,107,0.9757,12.7835,0.8028,0.0079,8,16.08,18.91,0.9916,0.899,0.9016,0.6854,20,advanced,hard
38,33,0.8589,32.4263,0.7901,0.029,8,17.55,7.62,0.8603,0.892,0.5576,0.7585,20,advanced,hard
13,8,0.5793,11.0519,0.5452,0.033,0,29.65,44.95,0.5672,0.6951,0.3117,0.5748,10,intermediate,medium
121,89,0.7702,20.5165,0.7852,0.0387,15,8.48,9.0,0.9582,0.7373,0.7846,0.8917,17,advanced,hard
8,2,0.2504,2.8313,0.2856,-0.1441,1,37.2,81.45,0.6883,0.1246,0.1606,0.4015,4,beginner,easy
17,10,0.5681,11.0217,0.4297,-0.0137,2,30.02,7.92,0.7916,0.7224,0.1554,0.4769,7,intermediate,medium
3,1,0.3965,0.7455,0.2304,-0.0536,2,22.05,74.7,0.7115,0.2018,0.1554,0.1862,5,beginner,easy
10,6,0.6666,11.6662,0.4376,0.0046,5,34.69,4.25,0.6954,0.6533,0.2172,0.7241,11,intermediate,medium
10,6,0.6402,2.1125,0.4943,0.1357,4,30.77,22.87,0.8876,0.5626,0.4096,0.676,3,intermediate,medium
20,9,0.4137,0.4081,0.1218,-0.0723,1,44.43,58.34,0.5942,0.2779,0.0,0.2673,3,beginner,easy
15,4,0.3009,1.3928,0.3358,-0.149,3,50.49,68.14,0.6654,0.4054,0.1103,0.3061,5,beginner,easy
136,107,0.7799,15.6275,0.7979,-0.0418,12,12.8,7.1,0.8566,0.8457,0.643,0.6715,19,advanced,hard
3,1,0.3195,2.4954,0.3237,-0.1069,1,28.02,35.87,0.5367,0.1459,0.142,0.2364,2,beginner,easy
5,1,0.1275,0.5364,0.4423,-0.1362,1,40.76,32.32,0.4086,0.1591,0.088,0.2635,4,beginner,easy
44,23,0.5683,7.743,0.6651,0.093,2,29.2,16.16,0.7567,0.5113,0.3032,0.6767,13,intermediate,medium
49,24,0.5578,7.2221,0.5191,0.0119,8,32.8,39.84,0.8476,0.6556,0.3694,0.6498,6,intermediate,easy
2,0,0.0,2.2649,0.0,-0.055,0,29.54,15.43,0.3196,0.1146,0.0689,0.3696,5,beginner,easy
78,70,0.8943,29.9622,0.9516,0.0581,10,7.98,16.04,0.8688,0.7676,0.5228,0.9094,20,advanced,hard
30,15,0.4918,2.1393,0.4312,0.0603,3,33.94,2.75,0.9132,0.6982,0.2984,0.5711,14,intermediate,medium
15,10,0.6557,4.4063,0.4448,0.1042,7,28.14,15.06,0.5794,0.4875,0.341,0.649,10,intermediate,medium
30,21,0.6868,7.4063,0.6148,0.1341,7,14.21,17.42,0.662,0.6193,0.3954,0.452,9,intermediate,medium
2,1,0.5,1.5279,0.5,0.0489,1,40.37,50.5,0.5881,0.2012,0.0539,0.2975,5,beginner,easy
6,2,0.2488,2.2091,0.2049,0.0466,0,19.64,48.93,0.61,0.3543,0.0387,0.1396,4,beginner,easy
34,23,0.6304,11.3409,0.453,0.0144,5,33.69,20.1,0.8967,0.5917,0.2363,0.3716,14,intermediate,medium
10,6,0.5944,2.3835,0.4549,-0.0161,3,13.08,35.35,0.7336,0.7052,0.1281,0.5047,4,intermediate,medium
37,24,0.6557,5.8004,0.7188,0.0849,8,8.99,17.69,0.8626,0.4161,0.3935,0.4827,4,intermediate,medium
9,5,0.5608,3.9164,0.5691,0.0921,7,10.17,5.61,0.663,0.599,0.1707,0.7012,4,intermediate,medium
78,62,0.7713,38.6153,0.47446271116431893,-0.2968,15,7.17,118.99202840397109,0.8581,0.8192,0.809,0.8824,18,advanced,hard
32,18,0.5861,11.365,0.6117,0.0049,8,9.8,40.82,0.8696,0.4875,0.3685,0.4321,10,intermediate,medium
113,99,0.8429,28.3877,0.9475,-0.03,14,5.12,6.44,0.8392,0.7103,0.7127,0.7181,9,advanced,hard
130,113,0.9265,19.7941,1.0,-0.0038,4,10.56,17.7,1.0,0.8468,0.6381,0.9375,12,advanced,hard
26,12,0.4331,8.6292,0.4234,0.0677,3,9.83,43.06,0.7268,0.5526,0.2564,0.4042,5,intermediate,easy
12,5,0.3597,2.2993,0.284,-0.0186,0,29.57,2.47,0.5939,0.296,0.0,0.2947,1,beginner,easy
23,11,0.467,6.1827,0.411,0.1368,4,11.51,24.12,0.9034,0.3892,0.2025,0.3805,15,intermediate,easy
9,3,0.3365,2.7245,0.0975,0.0086,2,16.98,30.02,0.3295,0.3711,0.0095,0.2597,4,beginner,easy
28,18,0.6644,11.5164,0.5754,-0.0208,3,28.81,42.1,0.9658,0.559,0.395,0.5961,7,intermediate,medium
17,12,0.6577,7.3248,0.3707,0.0104,3,10.53,6.76,0.6282,0.6506,0.3558,0.4814,11,intermediate,medium
14,3,0.2018,0.7446,0.2455,-0.047,1,49.94,78.93,0.5202,0.1807,0.0232,0.3021,2,beginner,easy
52,38,0.71,7.4098,0.6897,0.0223,1,21.83,13.97,0.6806,0.5498,0.2477,0.4832,6,intermediate,medium
58,34,0.5666,3.1585,0.3939,-0.0095,4,11.6,31.57,0.5819,0.399,0.3538,0.4118,13,intermediate,medium
91,69,0.7469,22.3761,0.9735,0.0642,10,6.6,13.93,0.8848,0.7962,0.6762,0.863,10,advanced,hard
43,24,0.5841,5.9848,0.6229,0.1096,4,10.5,34.76,0.7461,0.6616,0.3297,0.6811,14,intermediate,medium
49,23,0.449,4.5138,0.6332,0.128,7,9.17,33.32,0.9102,0.448,0.3614,0.532,4,intermediate,easy
13,6,0.5024,0.1048,0.5355,0.0778,0,40.77,66.9,0.6908,0.3859,0.0663,0.3817,2,beginner,easy
26,12,0.4843,8.427,0.6354,0.0238,7,20.41,23.59,0.8995,0.451,0.2096,0.5321,5,intermediate,easy
54,35,0.6479,4.3736,0.4858,0.0641,3,21.49,1.92,0.9174,0.632,0.4103,0.562,13,intermediate,medium
101,89,0.9515,19.8651,1.0,0.0999,9,19.11,19.95,0.9812,0.7887,0.6846,0.8136,8,advanced,hard
27,14,0.4349,5.1639,0.5989,-0.0305,0,13.36,34.79,0.5343,0.6207,0.1699,0.3831,8,intermediate,medium
38,22,0.5884,4.3898,0.4756,0.1369,5,11.87,24.09,0.6502,0.5294,0.4226,0.4668,13,intermediate,medium
28,13,0.4856,10.5289,0.5186,-0.0092,1,17.63,16.55,0.9291,0.6391,0.2113,0.6396,14,intermediate,easy
59,28,0.4999,2.9609,0.5183,0.1025,7,21.8,13.93,0.9372,0.6414,0.3034,0.6047,12,intermediate,easy
19,7,0.3705,0.1698,0.3797,0.0491,3,29.24,24.55,0.6162,0.259,0.1239,0.1631,5,beginner,easy
8,3,0.343,2.7425,0.1258,-0.0485,3,43.78,68.09,0.3705,0.3464,0.0867,0.2407,4,beginner,easy
48,29,0.6002,10.1115,0.5642,0.0392,0,15.72,7.39,0.7829,0.7196,0.2679,0.5675,14,intermediate,medium
24,20,0.9034,18.6238,0.7847,0.0768,5,12.89,13.71,1.0,0.8571,0.7992,0.7463,20,advanced,hard
14,8,0.5363,11.2748,0.5345,-0.0193,7,14.25,6.97,0.7027,0.5281,0.125,0.5012,11,intermediate,medium
12,8,0.6477,7.5417,0.5299,0.0769,0,16.29,8.19,0.8884,0.5797,0.4203,0.4679,13,intermediate,medium
88,83,0.9238,11.4118,0.9158,0.0882,14,11.74,29.06,0.8969,0.9042,0.6825,0.8674,18,advanced,hard
97,81,0.811,12.3696,0.7172,-0.041,14,13.99,29.56,0.885,0.922,0.8634,0.8593,18,advanced,hard
1,0,0.1471,1.7693,0.4093,-0.0794,0,22.88,86.24,0.4939,0.1717,0.1062,0.3434,1,beginner,easy
24,17,0.6663,11.1197,0.7246,0.1221,1,30.32,21.7,0.6078,0.6371,0.3858,0.479,7,intermediate,medium
14,9,0.6353,7.4013,0.6137,-0.0404,6,27.25,44.87,0.717,0.6336,0.0925,0.648,8,intermediate,medium
22,14,0.6391,4.2605,0.6078,0.1042,2,8.84,8.16,0.6865,0.5291,0.3282,0.6786,8,intermediate,medium
119,113,0.9352,36.9868,0.9791,-0.0307,3,19.75,0.36,0.9087,0.7349,0.7392,0.6437,22,advanced,hard
95,68,0.6887,21.0763,0.4190182071179914,-0.2697,20,9.54,176.50687759758816,0.8584,0.8286,0.5974,0.6894,7,advanced,hard
128,95,0.7411,22.1601,0.7475,0.0592,15,15.93,12.43,0.9737,0.8478,0.513,0.7302,21,advanced,hard
0,0,0.0,2.3727,0.0,0.0028,0,52.07,86.87,0.5112,0.2443,0.0354,0.2448,5,beginner,easy
7,3,0.5067,1.378,0.4683,-0.0728,0,34.13,27.1,0.6666,0.2323,0.1314,0.2071,3,beginner,easy
38,24,0.6578,10.5177,0.7246,0.0252,2,31.01,41.73,0.7556,0.5683,0.3158,0.6426,11,intermediate,medium
27,14,0.4928,5.9237,0.6116,0.0053,8,34.39,32.68,0.7782,0.5004,0.393,0.376,7,intermediate,medium
17,10,0.5935,6.2988,0.4537,-0.0157,8,29.18,16.22,0.8972,0.6401,0.2176,0.6826,10,intermediate,medium
74,64,0.8259,21.0518,0.8228,-0.0239,13,13.75,5.24,0.8627,0.8841,0.6991,0.6474,13,advanced,hard
14,5,0.3774,2.4177,0.1983,-0.1488,2,59.96,75.26,0.61,0.2458,0.1818,0.3453,2,beginner,easy
13,4,0.2186,0.6465,0.3365,-0.1082,3,16.81,29.24,0.4458,0.0741,0.0156,0.2552,5,beginner,easy
13,6,0.4472,1.0944,0.3433,-0.1175,1,55.41,81.79,0.4883,0.3524,0.0406,0.4281,5,beginner,easy
85,64,0.8169,38.4529,0.9087,0.052,3,18.41,17.71,1.0,0.973,0.7077,0.9402,15,advanced,hard
59,41,0.6996,2.0448,0.4478,0.143,6,11.5,42.24,0.6891,0.4582,0.4035,0.7065,12,intermediate,medium
9,4,0.46,0.2621,0.0912,0.07,1,22.95,89.05,0.3937,0.0995,0.0113,0.3813,2,beginner,easy
54,37,0.6943,4.3414,0.5045,-0.0497,0,16.4,31.26,0.8119,0.47,0.3262,0.7009,6,intermediate,medium
23,17,0.7062,18.6197,0.8499,-0.0044,3,11.84,26.95,0.8527,0.7991,0.4671,0.7125,9,advanced,hard
19,5,0.2693,1.8756,0.224,-0.1467,2,39.56,29.73,0.6377,0.2659,0.1131,0.2464,4,beginner,easy
42,24,0.5202,6.0853,0.6653,0.1055,0,28.82,0.16,0.8175,0.5581,0.0608,0.5565,5,intermediate,medium
8,1,0.1772,1.566,0.3921,-0.015,0,36.82,89.81,0.5073,0.2838,0.0235,0.4529,3,beginner,easy
96,92,0.9561,9.4082,0.8521868431014515,-0.1039,9,6.42,187.5518577648038,0.9736,0.8377,0.8886,0.7191,5,advanced,hard
5,2,0.4241,0.9658,0.477,-0.1067,2,19.61,34.33,0.6425,0.3615,0.2234,0.4385,3,beginner,easy
31,14,0.4193,6.4863,0.7222,0.0153,1,20.96,15.21,0.6569,0.5689,0.3381,0.5799,4,intermediate,easy
18,7,0.3248,2.6458,0.3221,0.0706,1,38.1,66.05,0.6367,0.2197,0.0744,0.2204,1,beginner,easy
39,30,0.751,18.6886,0.8784,0.067,2,10.96,22.26,0.9633,0.9159,0.435,0.8796,21,advanced,hard
28,16,0.5237,3.5345,0.5716,0.029,4,21.93,28.68,0.5748,0.5412,0.1083,0.6101,8,intermediate,medium
46,28,0.5543,3.8666,0.3919,0.0211,0,30.21,22.7,0.5733,0.5335,0.0668,0.4501,7,intermediate,medium
88,72,0.8243,25.9846,0.8253,0.043,6,13.32,10.31,0.9277,0.7613,0.8298,0.6661,16,advanced,hard
43,20,0.4384,6.7298,0.5409,-0.0265,6,34.25,1.37,0.7364,0.644,0.1901,0.6647,14,intermediate,easy
30,21,0.7318,4.5577,0.5376,0.0048,3,31.56,36.39,0.9286,0.4409,0.4472,0.5436,8,intermediate,medium
15,6,0.3443,1.7458,0.0999,0.0051,2,38.3,29.94,0.4769,0.1858,0.0628,0.2062,2,beginner,easy
9,3,0.3376,1.4835,0.2353,0.0638,2,17.95,24.63,0.3738,0.1523,0.0665,0.2492,3,beginner,easy
25,12,0.506,3.3125,0.7462,0.1317,2,11.89,13.59,0.6223,0.507,0.2126,0.6565,6,intermediate,easy
11,5,0.531,5.3947,0.7329,0.123,8,12.5,26.47,0.8167,0.6114,0.4961,0.6457,10,intermediate,easy
8,4,0.4871,3.7207,0.5121,-0.0131,3,19.79,32.59,0.643,0.5835,0.3606,0.3906,5,intermediate,easy
47,32,0.678,2.7907,0.5189,0.1467,1,18.06,43.76,0.7827,0.7413,0.2932,0.5616,9,intermediate,medium
20,3,0.2242,0.6611,0.3599,-0.0846,0,51.79,73.92,0.6063,0.3472,0.1454,0.3455,3,beginner,easy
12,7,0.5354,11.2171,0.4654,0.0712,7,19.0,25.21,0.6584,0.6196,0.3282,0.5485,11,intermediate,medium
58,42,0.7396,3.0415,0.6084,-0.0097,6,28.89,9.79,0.7477,0.6448,0.1985,0.6217,14,intermediate,medium
36,23,0.6762,3.5438,0.8153,0.1145,3,18.7,27.56,0.6756,0.5068,0.2015,0.6108,14,intermediate,medium
42,20,0.4881,8.0703,0.569,0.0578,8,28.29,12.3,0.688,0.5726,0.2008,0.4728,10,intermediate,easy
14,4,0.3034,0.8415,0.2105,-0.1378,3,20.48,14.95,0.6914,0.3299,0.1946,0.3708,2,beginner,easy
30,18,0.5623,7.2767,0.4897,0.0044,1,30.14,9.85,0.7857,0.6494,0.3483,0.5763,14,intermediate,medium
6,2,0.2985,1.7371,0.3859,-0.083,2,44.82,67.93,0.4442,0.2453,0.1484,0.3593,3,beginner,easy
